w,age,annuity,age_bin,db_pension,stock_owner
46855.6658077368,74,0,65–74,1,1
47022.500477685004,74,0,65–74,1,1
50644.78842184506,74,0,65–74,1,1
48288.37913311784,74,0,65–74,1,1
51412.101418688006,74,0,65–74,1,1
45722.66047305521,40,0,18–39,0,1
45878.325455115824,40,0,18–39,0,1
49324.210736943765,40,0,18–39,0,1
47092.324520391456,40,0,18–39,0,1
50055.71393336979,40,0,18–39,0,1
1923.4106377943378,56,0,55–64,0,1
1893.9769914593742,56,0,55–64,0,1
1909.6153739985596,56,0,55–64,0,1
1927.4553758767122,56,0,55–64,0,1
1948.5307725276941,56,0,55–64,0,1
18809.46886474466,71,0,65–74,0,1
18971.912829434637,71,0,65–74,0,1
19719.683551220514,71,0,65–74,0,1
18939.805822551152,71,0,65–74,0,1
18933.659361892845,71,0,65–74,0,1
8077.677533074035,63,0,55–64,0,1
8104.549145728513,63,0,55–64,0,1
8714.601581725085,63,0,55–64,0,1
8320.784494614543,63,0,55–64,0,1
8843.256884425824,63,0,55–64,0,1
37581.732813893235,39,0,18–39,0,1
39014.43945168386,39,0,18–39,0,1
40435.26478748012,39,0,18–39,0,1
38890.882553060685,39,0,18–39,0,1
38350.823856428535,39,0,18–39,0,1
9041.252895549871,51,0,40–54,1,0
9079.835243151952,51,0,40–54,1,0
8954.382168652863,51,0,40–54,1,0
9080.8894510081,51,0,40–54,1,0
8970.374947645281,51,0,40–54,1,0
17435.95751530759,42,0,40–54,0,0
17688.221230319105,42,0,40–54,0,0
17001.64023684211,42,0,40–54,0,0
17561.541438159253,42,0,40–54,0,0
17520.637195123196,42,0,40–54,0,0
71126.73542167999,71,0,65–74,1,0
66032.60135250146,71,0,65–74,1,0
68139.0534101107,71,0,65–74,1,0
67770.82060786642,71,0,65–74,1,0
66596.18761949058,71,0,65–74,1,0
21994.739299140077,32,0,18–39,0,1
21498.55697418226,32,0,18–39,0,1
21902.152193880807,32,0,18–39,0,1
21664.188048796743,32,0,18–39,0,1
21686.59585449127,32,0,18–39,0,1
44145.989763882,57,0,55–64,0,0
44574.082221721306,57,0,55–64,0,0
44708.76709791936,57,0,55–64,0,0
44211.47445474731,57,0,55–64,0,0
44557.00770145944,57,0,55–64,0,0
45791.71458656462,72,0,65–74,0,1
45944.86962509234,72,0,65–74,0,1
49477.9036656895,72,0,65–74,0,1
47158.10481129053,72,0,65–74,0,1
50230.94215195184,72,0,65–74,0,1
16588.562993561816,41,0,40–54,0,0
16519.582364836715,41,0,40–54,0,0
16281.856772832434,41,0,40–54,0,0
16757.57415591777,41,0,40–54,0,0
16315.052170571536,41,0,40–54,0,0
265.03004933288196,53,0,40–54,0,1
266.56109235405626,53,0,40–54,0,1
268.6550001558185,53,0,40–54,0,1
274.6552205735634,53,0,40–54,0,1
267.5058893478252,53,0,40–54,0,1
8003.916284219931,38,0,18–39,0,0
8210.510430993285,38,0,18–39,0,0
8097.226113020636,38,0,18–39,0,0
8135.866383983645,38,0,18–39,0,0
8143.500344935188,38,0,18–39,0,0
7938.12376242584,31,0,18–39,0,0
7958.871436845973,31,0,18–39,0,0
7843.239971242808,31,0,18–39,0,0
7930.288318059881,31,0,18–39,0,0
7885.903541768961,31,0,18–39,0,0
11814.739800456542,66,0,65–74,0,0
11872.531275371664,66,0,65–74,0,0
11695.028495653582,66,0,65–74,0,0
11881.72976900178,66,0,65–74,0,0
11724.809577591686,66,0,65–74,0,0
3840.629552509423,44,0,40–54,0,1
7861.165260566192,44,0,40–54,0,1
8152.107834002614,44,0,40–54,0,1
3845.797477175781,44,0,40–54,0,1
7436.371257125905,44,0,40–54,0,1
58853.841703842365,38,0,18–39,0,1
57521.13789105563,38,0,18–39,0,1
56664.41046701621,38,0,18–39,0,1
58001.341625860216,38,0,18–39,0,1
56259.77411711233,38,0,18–39,0,1
20304.224075309423,56,0,55–64,0,1
23746.06272178958,56,0,55–64,0,1
17035.45473253464,56,0,55–64,0,1
20204.094293737246,56,0,55–64,0,1
18325.234844330364,56,0,55–64,0,1
9888.162687801258,66,0,65–74,0,0
9688.806015555498,66,0,65–74,0,0
9604.97843914918,66,0,65–74,0,0
10039.46388426273,66,0,65–74,0,0
9749.560589988545,66,0,65–74,0,0
18058.89410117197,74,0,65–74,1,1
18102.635687223305,74,0,65–74,1,1
18199.583135798042,74,0,65–74,1,1
17894.72244299096,74,0,65–74,1,1
17947.510706896825,74,0,65–74,1,1
52311.27680314442,71,0,65–74,0,0
49530.27932704754,71,0,65–74,0,0
51326.822549898934,71,0,65–74,0,0
49722.5644060408,71,0,65–74,0,0
50126.34127031501,71,0,65–74,0,0
17222.08371185648,58,0,55–64,0,0
17227.51169314219,58,0,55–64,0,0
17545.7110544491,58,0,55–64,0,0
17230.215619155748,58,0,55–64,0,0
17496.295734263178,58,0,55–64,0,0
44179.72123836886,64,0,55–64,0,1
44343.865699204835,64,0,55–64,0,1
47732.75115967208,64,0,55–64,0,1
45528.97383585918,64,0,55–64,0,1
48469.50706358058,64,0,55–64,0,1
221.65822492944667,72,0,65–74,0,0
221.5503884831394,72,0,65–74,0,0
222.56719720764943,72,0,65–74,0,0
225.30876748410736,72,0,65–74,0,0
225.49313360378113,72,0,65–74,0,0
2670.686570371218,73,0,65–74,0,1
2810.475548307356,73,0,65–74,0,1
2948.591215066575,73,0,65–74,0,1
2808.111747793939,73,0,65–74,0,1
2689.1587961059126,73,0,65–74,0,1
22434.635566975234,36,0,18–39,1,0
22643.020645176533,36,0,18–39,1,0
22497.854589250037,36,0,18–39,1,0
22282.066521587014,36,0,18–39,1,0
22604.470643833694,36,0,18–39,1,0
12244.597122095947,65,0,55–64,0,0
11211.55827075109,65,0,55–64,0,0
11514.137864527203,65,0,55–64,0,0
11632.634744922581,65,0,55–64,0,0
11525.799623400846,65,0,55–64,0,0
33717.86749086459,67,0,65–74,0,1
39682.27433098456,67,0,65–74,0,1
28428.972978882954,67,0,65–74,0,1
34040.5868095538,67,0,65–74,0,1
30663.136211232755,67,0,65–74,0,1
21927.129870182664,58,0,55–64,0,0
21346.98146035776,58,0,55–64,0,0
21795.191177921617,58,0,55–64,0,0
21550.77054603653,58,0,55–64,0,0
21452.784718256426,58,0,55–64,0,0
55750.29988914581,60,0,55–64,0,1
53105.21495729106,60,0,55–64,0,1
53897.37349851887,60,0,55–64,0,1
53685.46971561505,60,0,55–64,0,1
53192.454072309265,60,0,55–64,0,1
47264.122740861814,26,0,18–39,0,1
47649.99688063081,26,0,18–39,0,1
47636.02689608823,26,0,18–39,0,1
47431.2033279074,26,0,18–39,0,1
47680.82103781869,26,0,18–39,0,1
300.5038951598778,55,0,40–54,0,1
295.3462031670004,55,0,40–54,0,1
303.9853353026853,55,0,40–54,0,1
303.54148969871676,55,0,40–54,0,1
297.22417777196284,55,0,40–54,0,1
3915.665825918909,75,0,65–74,0,1
3936.0851659293467,75,0,65–74,0,1
3924.856459855274,75,0,65–74,0,1
3974.3650799367892,75,0,65–74,0,1
3976.5729019572927,75,0,65–74,0,1
54829.59433681618,76,0,75+,0,1
55004.450200569045,76,0,75+,0,1
59233.39562453338,76,0,75+,0,1
56460.939668972715,76,0,75+,0,1
60157.02269988706,76,0,75+,0,1
21046.45499521632,42,0,40–54,0,1
20589.98849816489,42,0,40–54,0,1
20741.549571921394,42,0,40–54,0,1
20735.343618575305,42,0,40–54,0,1
20500.298091576504,42,0,40–54,0,1
40080.117763224436,20,0,18–39,0,0
41092.26335618826,20,0,18–39,0,0
40629.821015467416,20,0,18–39,0,0
40831.69040307006,20,0,18–39,0,0
40763.23647399283,20,0,18–39,0,0
31003.22689412114,87,0,75+,0,0
17286.919922224413,87,0,75+,0,0
34156.85938936532,87,0,75+,0,0
16065.218040871905,87,0,75+,0,0
31672.19343189217,87,0,75+,0,0
31871.62076518791,92,0,75+,1,1
31730.952185646427,92,0,75+,1,1
34876.85549280915,92,0,75+,1,1
32515.944220861216,92,0,75+,1,1
35293.986764429166,92,0,75+,1,1
38847.521841526475,68,0,65–74,0,0
39121.0056077405,68,0,65–74,0,0
39128.97187895286,68,0,65–74,0,0
39528.28620391429,68,0,65–74,0,0
39232.04216962832,68,0,65–74,0,0
204.21698381431148,68,0,65–74,1,1
232.65681320130204,68,0,65–74,1,1
233.18270254725925,68,0,65–74,1,1
235.9351154081314,68,0,65–74,1,1
241.40678586640098,68,0,65–74,1,1
2964.318472080892,51,0,40–54,0,1
2996.259270010853,51,0,40–54,0,1
3021.7680101725227,51,0,40–54,0,1
3083.0506685040314,51,0,40–54,0,1
2991.669855603576,51,0,40–54,0,1
8305.51924157644,45,0,40–54,0,0
8364.622520442254,45,0,40–54,0,0
8251.792672787873,45,0,40–54,0,0
8424.703621211433,45,0,40–54,0,0
8251.51183415074,45,0,40–54,0,0
282.0930538105836,70,0,65–74,1,1
278.21919169256677,70,0,65–74,1,1
279.7545562986023,70,0,65–74,1,1
285.85738491215875,70,0,65–74,1,1
284.6404160888875,70,0,65–74,1,1
2519.1772548074946,65,0,55–64,1,1
2703.476289202752,65,0,55–64,1,1
2842.9250196119096,65,0,55–64,1,1
2708.8559267514947,65,0,55–64,1,1
2537.3846561526734,65,0,55–64,1,1
2689.8946366845016,84,0,75+,0,1
2704.3413951691323,84,0,75+,0,1
2735.5859005068965,84,0,75+,0,1
2794.088013892559,84,0,75+,0,1
2712.9263449461887,84,0,75+,0,1
40388.251523448256,66,0,65–74,1,1
40517.33498189805,66,0,65–74,1,1
43634.528015117394,66,0,65–74,1,1
41584.62911825777,66,0,65–74,1,1
44309.96966439925,66,0,65–74,1,1
8246.943938216215,59,0,55–64,0,0
8419.340521147707,59,0,55–64,0,0
8440.08505270336,59,0,55–64,0,0
8518.230863170791,59,0,55–64,0,0
8387.500997261202,59,0,55–64,0,0
14208.27372785318,46,0,40–54,0,1
15570.247505359936,46,0,40–54,0,1
16897.701965860495,46,0,40–54,0,1
15131.369437322828,46,0,40–54,0,1
14640.3818160858,46,0,40–54,0,1
2033.1026447382249,79,0,75+,1,1
2052.566439531306,79,0,75+,1,1
2068.0898337891044,79,0,75+,1,1
2086.211472334064,79,0,75+,1,1
2061.648815227,79,0,75+,1,1
52941.34976964097,44,0,40–54,0,0
52300.98181328606,44,0,40–54,0,0
52563.70907787983,44,0,40–54,0,0
52816.57557834322,44,0,40–54,0,0
52472.355984683745,44,0,40–54,0,0
36.65691596502801,84,0,75+,0,1
36.81038399227458,84,0,75+,0,1
37.24124126674278,84,0,75+,0,1
37.924859243292815,84,0,75+,0,1
36.86081953548211,84,0,75+,0,1
19575.89317881625,44,0,40–54,0,0
19649.03589219245,44,0,40–54,0,0
19501.009227702412,44,0,40–54,0,0
19440.357652095616,44,0,40–54,0,0
19562.01516450939,44,0,40–54,0,0
26099.42797716306,30,0,18–39,0,0
25510.647420246707,30,0,18–39,0,0
25989.562138224803,30,0,18–39,0,0
25707.18879515857,30,0,18–39,0,0
25733.778376553295,30,0,18–39,0,0
5440.345395573072,67,0,65–74,1,0
5903.885424459311,67,0,65–74,1,0
6190.336187794194,67,0,65–74,1,0
5907.088494122727,67,0,65–74,1,0
5556.631306855821,67,0,65–74,1,0
22318.05219538073,47,0,40–54,0,1
20899.645235079206,47,0,40–54,0,1
21228.039421628942,47,0,40–54,0,1
21785.48382905551,47,0,40–54,0,1
20916.580582203274,47,0,40–54,0,1
22734.244847094116,90,0,75+,0,1
21803.5657235195,90,0,75+,0,1
21531.911378389483,90,0,75+,0,1
22315.59620698822,90,0,75+,0,1
21396.379364903303,90,0,75+,0,1
10964.074458411436,28,0,18–39,0,1
11083.639989059977,28,0,18–39,0,1
11054.957723998006,28,0,18–39,0,1
11070.844654632854,28,0,18–39,0,1
11083.95323607039,28,0,18–39,0,1
21790.160231454418,40,0,18–39,0,1
21711.69534016333,40,0,18–39,0,1
23429.286978222317,40,0,18–39,0,1
22096.613907434956,40,0,18–39,0,1
23721.904610743848,40,0,18–39,0,1
27590.138668108895,65,0,55–64,0,0
32470.601877607904,65,0,55–64,0,0
23262.42330989091,65,0,55–64,0,0
27854.208474893836,65,0,55–64,0,0
25090.560080534022,65,0,55–64,0,0
4436.208995966008,64,0,55–64,0,1
4656.704354279848,64,0,55–64,0,1
4235.088689110818,64,0,55–64,0,1
4371.2478367809645,64,0,55–64,0,1
4303.6447732659935,64,0,55–64,0,1
16635.517400325396,22,0,18–39,0,0
16726.71910012813,22,0,18–39,0,0
16471.258887727294,22,0,18–39,0,0
16737.680687759872,22,0,18–39,0,0
16510.20157948869,22,0,18–39,0,0
38144.36007796516,60,0,55–64,0,0
38263.60908779707,60,0,55–64,0,0
41220.50966424518,60,0,55–64,0,0
39284.91553951681,60,0,55–64,0,0
41842.30291494874,60,0,55–64,0,0
23.99745825212269,79,0,75+,1,1
24.051329733237544,79,0,75+,1,1
24.277134952260404,79,0,75+,1,1
24.708692603690064,79,0,75+,1,1
24.116961777181675,79,0,75+,1,1
13967.342933951046,64,0,55–64,0,0
14081.218166260758,64,0,55–64,0,0
14066.227904499572,64,0,55–64,0,0
14233.607082753733,64,0,55–64,0,0
14107.53086873749,64,0,55–64,0,0
45633.615030219065,37,0,18–39,0,0
44001.18873943244,37,0,18–39,0,0
43570.241652008546,37,0,18–39,0,0
44213.97011737633,37,0,18–39,0,0
43289.77882645429,37,0,18–39,0,0
66352.96702274012,75,0,65–74,0,1
69582.65257645222,75,0,65–74,0,1
75438.3315848046,75,0,65–74,0,1
68655.40049431662,75,0,65–74,0,1
76617.55328941182,75,0,65–74,0,1
13914.475197897431,79,0,75+,0,0
14746.130122884928,79,0,75+,0,0
15203.962186846155,79,0,75+,0,0
14618.855775447093,79,0,75+,0,0
11015.8418036524,79,0,75+,0,0
80634.17215904775,79,0,75+,1,1
77333.22501169884,79,0,75+,1,1
76369.71716790227,79,0,75+,1,1
79149.30267041968,79,0,75+,1,1
75889.01012080169,79,0,75+,1,1
29382.997326539888,52,0,40–54,0,0
29436.03753290316,52,0,40–54,0,0
29543.001988941098,52,0,40–54,0,0
29616.451626625272,52,0,40–54,0,0
29480.121743850952,52,0,40–54,0,0
15.307983550479744,72,0,65–74,0,1
15.454704096876725,72,0,65–74,0,1
15.588609644493554,72,0,65–74,0,1
15.857584312299506,72,0,65–74,0,1
15.403276836947194,72,0,65–74,0,1
47820.85533034784,65,0,55–64,0,0
46356.86105799166,65,0,55–64,0,0
46187.61048116964,65,0,55–64,0,0
47361.619884790154,65,0,55–64,0,0
46685.95940510209,65,0,55–64,0,0
43663.65438239873,37,0,18–39,0,0
43482.08673649097,37,0,18–39,0,0
42856.35634072647,37,0,18–39,0,0
44108.51780925143,37,0,18–39,0,0
42943.73174355846,37,0,18–39,0,0
17152.812940701213,56,0,55–64,0,0
15831.527245543732,56,0,55–64,0,0
16354.567228622192,56,0,55–64,0,0
16193.389154122067,56,0,55–64,0,0
15957.31759334907,56,0,55–64,0,0
22531.352391384182,45,0,40–54,1,1
22572.02447011057,45,0,40–54,1,1
22654.04652611665,45,0,40–54,1,1
22710.36888327068,45,0,40–54,1,1
22605.828948282844,45,0,40–54,1,1
48710.729462533876,32,0,18–39,0,0
48448.77401155322,32,0,18–39,0,0
48685.32798058008,32,0,18–39,0,0
48058.32070843666,32,0,18–39,0,0
48765.65729624671,32,0,18–39,0,0
24744.05862507123,30,0,18–39,0,1
25220.646450534863,30,0,18–39,0,1
25126.02632055487,30,0,18–39,0,1
25142.574115383282,30,0,18–39,0,1
25274.789463451627,30,0,18–39,0,1
11887.770772205438,93,0,75+,1,0
11806.549930266776,93,0,75+,1,0
36324.97750476911,93,0,75+,1,0
12154.74776110616,93,0,75+,1,0
12701.219588019063,93,0,75+,1,0
35427.91133552649,37,0,18–39,0,0
35946.71145990737,37,0,18–39,0,0
35573.80617633229,37,0,18–39,0,0
35566.45313994655,37,0,18–39,0,0
35599.97095346225,37,0,18–39,0,0
13.862027024103032,92,0,75+,0,1
13.920061855594518,92,0,75+,0,1
14.082993052204388,92,0,75+,0,1
14.341507185639392,92,0,75+,0,1
13.939134351043538,92,0,75+,0,1
687.0370680914829,66,0,65–74,1,1
697.9929990189597,66,0,65–74,1,1
708.2376661544085,66,0,65–74,1,1
710.2960592249306,66,0,65–74,1,1
697.181173139577,66,0,65–74,1,1
4238.53800944474,51,0,40–54,0,1
4283.543992655187,51,0,40–54,0,1
4258.487834217195,51,0,40–54,0,1
4307.538901149401,51,0,40–54,0,1
4307.303571577859,51,0,40–54,0,1
4492.52951030412,56,0,55–64,0,1
4748.488380188317,56,0,55–64,0,1
4940.39250104781,56,0,55–64,0,1
4766.04832310679,56,0,55–64,0,1
4603.389147876867,56,0,55–64,0,1
24049.3366874595,35,0,18–39,0,0
24597.56881951175,35,0,18–39,0,0
23872.178782183862,35,0,18–39,0,0
24446.982644553846,35,0,18–39,0,0
23980.11949852084,35,0,18–39,0,0
18216.977860621166,36,0,18–39,0,1
18352.994685441765,36,0,18–39,0,1
19508.659686770192,36,0,18–39,0,1
18853.913985372157,36,0,18–39,0,1
19839.14465376079,36,0,18–39,0,1
9742.460125136022,60,0,55–64,0,1
11393.937947982793,60,0,55–64,0,1
8174.0251599715075,60,0,55–64,0,1
9694.41542267966,60,0,55–64,0,1
8792.893000611795,60,0,55–64,0,1
249.55915144590134,72,0,65–74,0,1
243.74842014467785,72,0,65–74,0,1
250.06535252302206,72,0,65–74,0,1
247.25378897858,72,0,65–74,0,1
248.78189372125897,72,0,65–74,0,1
30596.72018621569,41,0,40–54,0,0
30308.808685546017,41,0,40–54,0,0
30391.14394921702,41,0,40–54,0,0
30713.290261748058,41,0,40–54,0,0
30389.322238982808,41,0,40–54,0,0
6858.560272370468,47,0,40–54,0,1
6832.88202765919,47,0,40–54,0,1
7508.484831048589,47,0,40–54,0,1
7007.419023812483,47,0,40–54,0,1
7598.5758737670385,47,0,40–54,0,1
15105.55089846342,62,0,55–64,0,1
15239.966032391118,62,0,55–64,0,1
15782.42530366303,62,0,55–64,0,1
15795.349504816926,62,0,55–64,0,1
16141.54626822538,62,0,55–64,0,1
43796.34447675874,25,0,18–39,0,1
43958.17042212972,25,0,18–39,0,1
47367.85319707957,25,0,18–39,0,1
45173.2018842564,25,0,18–39,0,1
48085.77444272449,25,0,18–39,0,1
14623.65230227607,60,0,55–64,0,1
16034.003220690794,60,0,55–64,0,1
17390.15100964228,60,0,55–64,0,1
15577.053576175053,60,0,55–64,0,1
15066.014338613977,60,0,55–64,0,1
66352.96702274012,69,0,65–74,1,0
69582.65257645222,69,0,65–74,1,0
75438.3315848046,69,0,65–74,1,0
68655.40049431662,69,0,65–74,1,0
76617.55328941182,69,0,65–74,1,0
6119.13561837221,62,0,55–64,0,1
6117.003617017177,62,0,55–64,0,1
6293.922578387537,62,0,55–64,0,1
6262.827060828916,62,0,55–64,0,1
6562.321704539677,62,0,55–64,0,1
264.27146309121775,70,0,65–74,0,1
265.2841694689624,70,0,65–74,0,1
266.755905990431,70,0,65–74,0,1
272.5583415816053,70,0,65–74,0,1
266.58566151974406,70,0,65–74,0,1
9092.666908683452,62,0,55–64,0,1
9395.452769598161,62,0,55–64,0,1
10049.175853276412,62,0,55–64,0,1
9436.789910609596,62,0,55–64,0,1
8995.283774269408,62,0,55–64,0,1
42885.41985755822,35,0,18–39,0,0
42481.873153437904,35,0,18–39,0,0
42597.27710295028,35,0,18–39,0,0
43048.808501883745,35,0,18–39,0,0
42594.72373096213,35,0,18–39,0,0
4324.274689632022,58,0,55–64,0,1
4638.937507298248,58,0,55–64,0,1
4200.607901989709,58,0,55–64,0,1
4356.440483627105,58,0,55–64,0,1
4259.012044293794,58,0,55–64,0,1
28779.24056633842,44,0,40–54,0,1
28877.22086582507,44,0,40–54,0,1
31046.166427253487,44,0,40–54,0,1
29641.34899803354,44,0,40–54,0,1
31506.596906302184,44,0,40–54,0,1
2371.7044334866637,73,0,65–74,0,1
2387.7379917936933,73,0,65–74,0,1
2249.5675716354317,73,0,65–74,0,1
2168.6154927879174,73,0,65–74,0,1
2405.0714075327946,73,0,65–74,0,1
65154.81278571712,22,0,18–39,0,1
66082.06686321067,22,0,18–39,0,1
65525.92153141751,22,0,18–39,0,1
65660.24938341946,22,0,18–39,0,1
65898.28024018007,22,0,18–39,0,1
110286.22817596621,75,0,65–74,1,1
101526.42484118068,75,0,65–74,1,1
100796.44726337066,75,0,65–74,1,1
103813.08185084075,75,0,65–74,1,1
100158.73898793427,75,0,65–74,1,1
276.17986912999544,74,0,65–74,0,1
265.0293401519608,74,0,65–74,0,1
271.88988047749876,74,0,65–74,0,1
268.8495351330955,74,0,65–74,0,1
275.3942980097741,74,0,65–74,0,1
286.8361944714524,57,0,55–64,0,1
282.8971968505284,57,0,55–64,0,1
284.45837722974176,57,0,55–64,0,1
290.66381941053146,57,0,55–64,0,1
289.4263883524383,57,0,55–64,0,1
17710.904339360543,65,1,55–64,0,1
18182.001908421702,65,1,55–64,0,1
18899.187977129568,65,1,55–64,0,1
18150.638706608137,65,1,55–64,0,1
17823.012389691325,65,1,55–64,0,1
19855.996789839555,74,0,65–74,1,1
18194.438766532225,74,0,65–74,1,1
18839.277904023023,74,0,65–74,1,1
18547.448336309855,74,0,65–74,1,1
18188.82070363915,74,0,65–74,1,1
39237.72150609438,35,0,18–39,0,1
39395.041643824836,35,0,18–39,0,1
42404.618920430104,35,0,18–39,0,1
40459.510157548626,35,0,18–39,0,1
43059.07276549189,35,0,18–39,0,1
24760.618728333684,56,0,55–64,0,1
25318.93122708311,56,0,55–64,0,1
27288.615798629628,56,0,55–64,0,1
26294.32189318585,56,0,55–64,0,1
27778.589373588966,56,0,55–64,0,1
21452.18338910791,53,0,40–54,0,0
21600.296981303018,53,0,40–54,0,0
21549.057306332215,53,0,40–54,0,0
21639.680608878705,53,0,40–54,0,0
21549.434658563958,53,0,40–54,0,0
16520.32377873002,32,0,18–39,0,1
17078.796502583384,32,0,18–39,0,1
16554.643303149474,32,0,18–39,0,1
16685.696811352736,32,0,18–39,0,1
16563.522590396584,32,0,18–39,0,1
50979.23534869819,82,0,75+,0,1
51141.81211655824,82,0,75+,0,1
55073.78364858757,82,0,75+,0,1
52496.02092095923,82,0,75+,0,1
84012.10441557069,82,0,75+,0,1
59611.88490112132,76,0,75+,1,0
57528.456016102835,76,0,75+,1,0
59956.66561527849,76,0,75+,1,0
57534.230480077786,76,0,75+,1,0
57460.29592734489,76,0,75+,1,0
26403.42804538087,77,0,75+,0,0
25307.286884522935,77,0,75+,0,0
24962.129653575674,77,0,75+,0,0
25887.497684987047,77,0,75+,0,0
24790.275144391806,77,0,75+,0,0
25266.877031045493,42,0,40–54,0,1
24348.341454901467,42,0,40–54,0,1
24081.07823084015,42,0,40–54,0,1
24452.766513880913,42,0,40–54,0,1
23911.858575262526,42,0,40–54,0,1
11872.144949091795,35,0,18–39,0,0
11964.071898727594,35,0,18–39,0,0
11958.776460766629,35,0,18–39,0,0
12078.354791787784,35,0,18–39,0,0
11987.119000102699,35,0,18–39,0,0
11841.98125117891,56,0,55–64,0,1
13935.758207851544,56,0,55–64,0,1
9986.958234516334,56,0,55–64,0,1
11958.56360341265,56,0,55–64,0,1
10767.619172527096,56,0,55–64,0,1
33252.39212131524,57,0,55–64,0,1
33383.12279446447,57,0,55–64,0,1
35938.88925574917,57,0,55–64,0,1
34292.477328873545,57,0,55–64,0,1
36491.13302521236,57,0,55–64,0,1
49324.681008923435,60,0,55–64,0,1
15274.500325614912,60,0,55–64,0,1
15818.188828467542,60,0,55–64,0,1
15831.142316310883,60,0,55–64,0,1
16178.123573629322,60,0,55–64,0,1
12168.218117110808,66,0,65–74,0,1
12130.275970150935,66,0,65–74,0,1
12184.281895966238,66,0,65–74,0,1
12085.241734069175,66,0,65–74,0,1
12169.268587901066,66,0,65–74,0,1
75201.85285400234,31,0,18–39,0,0
74924.23534937545,31,0,18–39,0,0
73842.92472813163,31,0,18–39,0,0
76043.62006836456,31,0,18–39,0,0
73743.71493726264,31,0,18–39,0,0
4091.5186922459684,66,0,65–74,0,1
4301.507626120402,66,0,65–74,0,1
4488.837497853994,66,0,65–74,0,1
4335.119302850928,66,0,65–74,0,1
4189.722117622821,66,0,65–74,0,1
10520.061552414458,45,0,40–54,0,0
10134.116817280257,45,0,40–54,0,0
10377.03037174244,45,0,40–54,0,0
10342.2788612236,45,0,40–54,0,0
10209.817980824268,45,0,40–54,0,0
31761.740559423688,55,0,40–54,0,1
31092.42976312368,55,0,40–54,0,1
31781.162063104293,55,0,40–54,0,1
31220.445166646106,55,0,40–54,0,1
31332.099489047916,55,0,40–54,0,1
9959.370806391753,56,0,55–64,0,0
10013.267592777964,56,0,55–64,0,0
9858.873401338851,56,0,55–64,0,0
10024.772418316614,56,0,55–64,0,0
9883.545594753285,56,0,55–64,0,0
1428.414288251294,75,0,65–74,0,1
1483.7430474394766,75,0,65–74,0,1
1360.240617439355,75,0,65–74,0,1
1391.7292099076406,75,0,65–74,0,1
1386.2533831165722,75,0,65–74,0,1
57095.7439424123,63,0,55–64,0,1
54099.77092238818,63,0,55–64,0,1
55126.62835085542,63,0,55–64,0,1
54394.466870001226,63,0,55–64,0,1
54623.28100003232,63,0,55–64,0,1
225.7046521668091,76,0,75+,0,1
232.66497936978806,76,0,75+,0,1
247.66490788117386,76,0,75+,0,1
233.58303488907896,76,0,75+,0,1
225.93576649678994,76,0,75+,0,1
60018.48431562482,74,0,65–74,1,0
59062.48870562721,74,0,65–74,1,0
60232.2775568248,74,0,65–74,1,0
59474.264972636585,74,0,65–74,1,0
59446.112045415204,74,0,65–74,1,0
39527.02186317548,72,0,65–74,0,0
39838.33871014041,72,0,65–74,0,0
39827.570393376984,72,0,65–74,0,0
40264.660839945405,72,0,65–74,0,0
39927.25829394865,72,0,65–74,0,0
53994.75980308508,42,0,40–54,0,0
53115.88799962272,42,0,40–54,0,0
53567.384557299345,42,0,40–54,0,0
53203.19069305721,42,0,40–54,0,0
53029.331440559,42,0,40–54,0,0
14440.797127827549,59,0,55–64,0,1
14620.47484796469,59,0,55–64,0,1
14630.992305423593,59,0,55–64,0,1
14551.613352940616,59,0,55–64,0,1
14605.839059610085,59,0,55–64,0,1
275.01348009411714,81,0,75+,0,0
263.91004308837273,81,0,75+,0,0
270.7416093288657,81,0,75+,0,0
267.7141042594837,81,0,75+,0,0
274.2312266724101,81,0,75+,0,0
9102.909642995586,61,0,55–64,0,1
9216.171399724793,61,0,55–64,0,1
9222.801190592634,61,0,55–64,0,1
9172.763825922806,61,0,55–64,0,1
9206.945575293728,61,0,55–64,0,1
21127.814870385533,65,0,55–64,1,0
20926.65652404222,65,0,55–64,1,0
20342.17432424241,65,0,55–64,1,0
21551.600496676616,65,0,55–64,1,0
20624.82877734936,65,0,55–64,1,0
10496.385366763037,46,0,40–54,0,1
4902.039416639321,46,0,40–54,0,1
8857.238855749993,46,0,40–54,0,1
10616.689822740045,46,0,40–54,0,1
4607.839360404403,46,0,40–54,0,1
38057.94566636608,52,0,40–54,0,1
39906.18799778554,52,0,40–54,0,1
40947.63586095608,52,0,40–54,0,1
39383.6841545061,52,0,40–54,0,1
39210.28525268604,52,0,40–54,0,1
18738.16321220744,21,0,18–39,0,1
19365.715912073494,21,0,18–39,0,1
18777.90372640183,21,0,18–39,0,1
19329.585524696064,21,0,18–39,0,1
18910.840549866145,21,0,18–39,0,1
37998.837365725,55,0,40–54,0,1
38143.631969015616,55,0,40–54,0,1
41073.22272949847,55,0,40–54,0,1
39170.528100823,55,0,40–54,0,1
41698.01064345131,55,0,40–54,0,1
98994.56996236579,52,0,40–54,1,1
90126.29294805169,52,0,40–54,1,1
91728.95234130605,52,0,40–54,1,1
94142.42598665954,52,0,40–54,1,1
90355.06944868287,52,0,40–54,1,1
10886.711183395852,85,0,75+,0,0
